,c_noausentes_1er_anio,cursadas_ap_1er_anio,c_libres_1er_anio,cursadas_1er_anio,fracaso_academico
8229,2,0,2,4,0
8230,4,2,1,5,0
8231,6,5,1,8,0
8232,3,1,1,7,0
8233,1,0,1,4,0
8234,1,0,1,3,0
8235,0,0,0,3,0
8236,2,0,2,4,0
8237,4,1,2,5,0
8238,1,0,1,4,0
8239,2,0,2,4,0
8240,2,0,2,5,0
8241,0,0,0,0,0
8242,1,0,1,4,0
8243,4,1,3,5,1
8244,6,4,2,9,0
8245,3,0,3,6,0
8246,4,1,3,5,1
8247,0,0,0,4,0
8248,2,1,1,6,0
8249,2,1,1,5,0
8250,4,1,3,5,1
8251,4,1,3,4,1
8252,1,0,1,5,0
8253,1,0,1,5,0
8254,2,1,1,5,0
8255,1,0,1,5,0
8256,7,1,5,10,0
8257,7,6,1,8,0
8258,4,2,2,8,0
8259,3,0,2,8,0
8260,5,4,1,6,0
8261,2,2,0,7,0
8262,3,3,0,7,0
8263,3,1,2,7,0
8264,2,0,2,4,0
8265,3,2,1,9,0
8266,5,2,2,9,0
8267,1,0,1,6,0
8268,2,1,1,5,0
8269,6,5,0,7,0
8270,3,3,0,3,0
8271,9,8,1,9,0
8272,8,7,1,8,0
8273,5,3,1,12,0
8274,0,0,0,1,0
8275,4,2,1,9,0
8276,2,1,0,3,0
8277,0,0,0,1,0
8278,4,1,3,7,0
8279,5,2,2,8,0
8280,8,6,2,8,0
8281,3,0,2,5,0
8282,4,2,2,6,0
8283,3,3,0,3,0
8284,3,1,2,5,0
8285,0,0,0,2,0
8286,5,4,1,5,0
8287,2,1,1,4,0
8288,2,1,1,6,0
8289,2,0,2,3,1
8290,4,4,0,5,0
8291,8,3,5,8,1
8292,2,0,1,4,0
8293,6,5,1,9,0
8294,1,0,0,9,0
8295,1,0,1,4,0
8296,2,0,2,4,0
8297,0,0,0,1,0
8298,4,3,1,5,0
8299,5,2,3,7,0
8300,2,1,1,4,0
8301,0,0,0,2,0
8302,4,2,1,4,0
8303,3,3,0,5,0
8304,0,0,0,4,0
8305,0,0,0,4,0
8306,2,0,1,8,0
8307,0,0,0,2,0
8308,8,6,2,8,0
8309,1,0,0,5,0
8310,2,2,0,3,0
8311,6,3,2,11,0
8312,5,1,3,9,0
8313,0,0,0,7,0
8314,1,1,0,4,0
8315,3,0,2,10,0
8316,4,1,2,7,0
8317,1,0,1,3,0
8318,3,0,2,12,0
8319,1,0,0,8,0
8320,5,2,2,10,0
8321,0,0,0,3,0
8322,5,5,0,14,0
8323,1,1,0,4,0
8324,3,1,2,6,0
8325,2,2,0,6,0
8326,0,0,0,1,0
8327,8,6,2,10,0
8328,9,7,2,9,0
8329,1,0,1,3,0
8330,0,0,0,3,0
8331,1,0,1,3,0
8332,6,1,5,7,1
8333,4,0,4,8,0
8334,5,2,3,6,0
8335,5,1,3,5,1
8336,1,0,1,5,0
8337,1,0,1,6,0
8338,1,0,1,1,1
8339,1,1,0,2,0
8340,3,0,3,3,1
8341,2,0,2,2,1
8342,1,0,1,5,0
8343,0,0,0,2,0
8344,1,0,1,5,0
8345,7,6,1,8,0
8346,10,10,0,10,0
8347,5,2,2,5,0
8348,0,0,0,3,0
8349,0,0,0,2,0
8350,1,1,0,7,0
8351,1,0,0,7,0
8352,3,0,3,5,1
8353,3,0,3,5,1
8354,0,0,0,3,0
8355,2,2,0,5,0
8356,2,0,1,7,0
8357,4,1,3,8,0
8358,2,0,2,5,0
8359,7,4,2,7,0
8360,0,0,0,0,0
8361,2,0,1,5,0
8362,0,0,0,3,0
8363,0,0,0,4,0
8364,6,5,1,7,0
8365,1,0,1,6,0
8366,0,0,0,2,0
8367,0,0,0,3,0
8368,0,0,0,4,0
8369,0,0,0,2,0
8370,2,0,2,3,1
8371,0,0,0,4,0
8372,0,0,0,4,0
8373,3,1,1,8,0
8374,4,0,4,4,1
8375,5,2,3,5,1
8376,0,0,0,2,0
8377,0,0,0,2,0
8378,4,0,3,8,0
8379,6,4,2,8,0
8380,0,0,0,4,0
8381,1,0,0,6,0
8382,1,1,0,2,0
8383,2,0,1,6,0
8384,0,0,0,4,0
8385,10,10,0,10,0
8386,0,0,0,4,0
8387,1,1,0,2,0
8388,0,0,0,3,0
8389,3,2,1,6,0
8390,1,1,0,4,0
8391,0,0,0,3,0
8392,4,3,1,6,0
8393,2,2,0,4,0
8394,2,0,1,5,0
8395,0,0,0,4,0
8396,0,0,0,3,0
8397,0,0,0,4,0
8398,5,4,1,6,0
8399,8,6,2,8,0
8400,0,0,0,4,0
8401,2,0,2,4,0
8402,2,1,1,3,0
8403,6,1,5,8,1
8404,1,0,0,7,0
8405,1,1,0,4,0
8406,1,0,1,3,0
8407,1,0,1,5,0
8408,1,0,1,3,0
8409,1,0,1,4,0
8410,8,6,2,8,0
8411,5,2,3,8,0
8412,8,4,4,8,0
8413,9,4,5,10,0
8414,7,5,2,8,0
8415,8,8,0,8,0
8416,8,7,1,8,0
8417,8,7,1,8,0
8418,8,8,0,8,0
8419,4,2,2,7,0
8420,8,8,0,8,0
8421,8,6,2,8,0
8422,8,7,1,8,0
8423,8,6,2,8,0
8424,7,6,1,8,0
8425,8,8,0,8,0
8426,8,6,2,9,0
8427,5,2,3,6,0
8428,6,3,3,6,0
8429,7,4,3,7,0
8430,8,8,0,8,0
8431,8,6,2,8,0
8432,9,8,1,9,0
8433,8,6,2,8,0
8434,1,1,0,4,0
8435,8,8,0,8,0
8436,8,8,0,8,0
8437,1,1,0,5,0
8438,4,1,3,9,0
8439,8,7,1,8,0
8440,8,7,1,8,0
8441,7,6,1,7,0
8442,4,2,2,4,0
8443,1,0,1,4,0
8444,8,8,0,8,0
8445,8,7,1,8,0
8446,8,6,2,8,0
8447,9,4,5,9,1
8448,1,1,0,3,0
8449,7,5,2,7,0
8450,9,9,0,9,0
8451,8,7,1,8,0
8452,7,5,2,8,0
8453,3,1,2,4,0
8454,4,2,2,10,0
8455,7,5,2,7,0
8456,3,1,2,7,0
8457,1,1,0,8,0
8458,9,8,0,9,0
8459,7,3,3,9,0
8460,9,8,0,9,0
8461,10,9,0,13,0
8462,5,4,1,7,0
8463,6,3,2,12,0
8464,4,3,1,4,0
8465,5,1,3,5,1
8466,4,1,2,5,0
8467,5,2,2,7,0
8468,1,0,1,4,0
8469,5,2,3,7,0
8470,12,8,3,15,0
8471,8,7,1,8,0
8472,5,2,2,9,0
8473,7,6,0,9,0
8474,9,7,1,9,0
8475,2,1,0,6,0
8476,3,0,3,6,0
8477,5,1,3,6,0
8478,0,0,0,3,0
8479,7,4,2,8,0
8480,1,0,0,5,0
8481,5,1,4,5,1
8482,1,0,1,4,0
8483,6,5,1,7,0
8484,1,1,0,8,0
8485,2,1,1,6,0
8486,8,4,4,8,0
8487,1,1,0,4,0
8488,8,6,2,8,0
8489,8,4,4,9,0
8490,3,0,3,4,1
8491,5,3,2,7,0
8492,8,6,2,8,0
8493,9,9,0,9,0
8494,8,7,1,8,0
8495,8,7,1,9,0
8496,2,1,1,4,0
8497,9,7,2,9,0
8498,3,1,2,9,0
8499,5,3,2,8,0
8500,8,7,1,8,0
8501,5,3,2,8,0
8502,7,2,5,8,1
8503,8,8,0,8,0
8504,1,1,0,5,0
8505,9,9,0,9,0
8506,8,7,1,8,0
8507,8,7,1,8,0
8508,8,8,0,8,0
8509,8,4,4,8,0
8510,8,7,1,8,0
8511,8,7,1,9,0
8512,4,1,3,5,1
8513,8,6,2,8,0
8514,4,1,3,4,1
8515,7,3,4,7,1
8516,8,7,1,8,0
8517,5,1,4,9,0
8518,6,2,4,9,0
8519,8,6,2,8,0
8520,7,3,4,7,1
8521,3,1,2,4,0
8522,8,8,0,9,0
8523,8,8,0,8,0
8524,9,7,2,9,0
8525,6,4,2,8,0
8526,6,4,2,8,0
8527,8,7,1,8,0
8528,9,9,0,9,0
8529,1,0,1,5,0
8530,7,3,4,8,0
8531,1,0,1,5,0
8532,1,1,0,5,0
8533,8,6,2,8,0
8534,8,8,0,8,0
8535,8,7,1,8,0
8536,8,7,1,8,0
8537,8,8,0,8,0
8538,8,5,3,8,0
8539,7,4,3,8,0
8540,8,7,1,8,0
8541,7,5,2,7,0
8542,9,7,2,9,0
8543,5,3,2,7,0
8544,8,7,1,9,0
8545,7,7,0,7,0
8546,4,1,3,5,1
8547,6,6,0,8,0
8548,3,2,1,6,0
8549,1,0,1,5,0
8550,7,5,2,7,0
8551,8,6,2,8,0
8552,3,1,2,5,0
8553,9,7,2,9,0
8554,9,9,0,9,0
8555,9,8,1,9,0
8556,9,7,2,9,0
8557,1,1,0,4,0
8558,7,6,1,8,0
8559,9,9,0,9,0
8560,8,6,2,8,0
8561,1,1,0,5,0
8562,6,3,3,7,0
8563,2,2,0,7,0
8564,7,5,2,8,0
8565,7,6,1,9,0
8566,6,4,2,7,0
8567,7,6,1,7,0
8568,9,8,1,9,0
8569,1,1,0,5,0
8570,6,3,3,7,0
8571,6,2,4,7,1
8572,9,9,0,9,0
8573,8,6,2,9,0
8574,8,5,3,8,0
8575,1,0,1,5,0
8576,3,1,2,5,0
8577,6,5,1,8,0
8578,3,3,0,4,0
8579,7,6,1,7,0
8580,9,9,0,9,0
8581,1,1,0,5,0
8582,5,1,4,5,1
8583,7,6,1,8,0
8584,1,0,0,6,0
8585,4,1,2,7,0
8586,7,6,1,7,0
8587,7,1,6,7,1
8588,3,1,2,3,1
8589,7,6,0,7,0
8590,6,5,0,10,0
8591,7,6,0,8,0
8592,3,1,1,6,0
8593,3,0,2,8,0
8594,10,9,0,10,0
8595,9,6,2,10,0
8596,9,7,1,9,0
8597,4,1,2,7,0
8598,5,4,0,8,0
8599,9,8,0,9,0
8600,7,4,2,9,0
8601,7,3,3,8,0
8602,4,3,1,5,0
8603,3,1,1,4,0
8604,7,7,0,7,0
8605,6,6,0,8,0
8606,6,5,1,7,0
8607,8,3,4,8,0
8608,3,2,1,6,0
8609,9,8,0,10,0
8610,8,5,2,12,0
8611,4,1,2,10,0
8612,1,0,0,5,0
8613,8,6,1,8,0
8614,4,3,1,5,0
8615,1,0,1,3,0
8616,0,0,0,3,0
8617,6,3,2,9,0
8618,11,11,0,12,0
8619,6,4,2,10,0
8620,4,2,2,5,0
8621,2,1,1,4,0
8622,3,1,2,8,0
8623,4,2,2,5,0
8624,2,1,1,5,0
8625,7,7,0,9,0
8626,1,1,0,5,0
8627,6,6,0,8,0
8628,8,6,2,8,0
8629,7,6,1,8,0
8630,8,6,2,8,0
8631,7,6,1,10,0
8632,8,5,3,8,0
8633,8,5,3,8,0
8634,8,7,1,8,0
8635,8,7,1,8,0
8636,8,7,1,9,0
8637,8,7,1,8,0
8638,8,6,2,8,0
8639,8,6,2,8,0
8640,6,2,4,7,1
8641,8,6,2,8,0
8642,8,8,0,8,0
8643,1,1,0,5,0
8644,8,7,1,8,0
8645,8,8,0,8,0
8646,8,8,0,8,0
8647,8,7,1,8,0
8648,7,4,3,7,0
8649,2,1,1,5,0
8650,5,1,4,5,1
8651,8,6,2,8,0
8652,1,1,0,5,0
8653,8,7,1,8,0
8654,9,9,0,9,0
8655,7,5,2,8,0
8656,7,6,1,8,0
8657,8,7,1,8,0
8658,4,3,1,5,0
8659,9,7,2,9,0
8660,1,1,0,5,0
8661,1,0,1,5,0
8662,8,8,0,8,0
8663,8,7,1,8,0
8664,8,7,1,8,0
8665,4,3,1,8,0
8666,8,7,1,8,0
8667,8,7,1,8,0
8668,8,6,2,8,0
8669,8,8,0,9,0
8670,8,5,3,8,0
8671,8,8,0,8,0
8672,11,6,5,11,0
8673,8,8,0,9,0
8674,1,1,0,5,0
8675,7,5,2,8,0
8676,9,8,1,10,0
8677,7,5,2,8,0
8678,6,4,2,9,0
8679,8,7,1,10,0
8680,1,0,1,5,0
8681,9,6,3,9,0
8682,3,0,3,9,0
8683,2,1,0,6,0
8684,10,6,3,11,0
8685,3,2,1,6,0
8686,4,2,1,9,0
8687,5,3,1,6,0
8688,6,3,2,8,0
8689,5,2,2,6,0
8690,8,4,3,9,0
8691,0,0,0,6,0
8692,9,8,1,9,0
8693,3,1,2,6,0
8694,3,0,3,6,0
8695,2,1,1,5,0
8696,1,1,0,5,0
8697,4,2,2,4,0
8698,8,8,0,8,0
8699,8,8,0,8,0
8700,8,8,0,8,0
8701,7,7,0,10,0
8702,8,8,0,8,0
8703,8,7,1,8,0
8704,9,9,0,9,0
8705,8,8,0,8,0
8706,8,7,1,8,0
8707,3,2,1,7,0
8708,1,1,0,5,0
8709,8,5,3,8,0
8710,5,4,1,8,0
8711,8,8,0,9,0
8712,8,6,2,8,0
8713,2,1,1,5,0
8714,8,6,2,8,0
8715,8,5,3,8,0
8716,8,6,2,8,0
8717,8,8,0,8,0
8718,1,0,1,4,0
8719,8,7,1,8,0
8720,7,5,2,8,0
8721,9,7,2,10,0
8722,8,7,1,8,0
8723,2,1,1,4,0
8724,7,5,2,8,0
8725,4,1,3,6,0
8726,7,2,5,8,1
8727,4,3,1,8,0
8728,4,2,2,5,0
8729,8,7,1,8,0
8730,7,5,2,7,0
8731,5,0,5,7,1
8732,4,3,1,7,0
8733,3,3,0,8,0
8734,6,3,3,8,0
8735,6,4,2,9,0
8736,1,0,1,5,0
8737,10,6,4,10,0
8738,8,6,2,9,0
8739,10,8,2,10,0
8740,3,0,3,8,0
8741,8,7,1,10,0
8742,8,7,1,8,0
8743,11,7,4,11,0
8744,9,6,3,9,0
8745,2,1,1,8,0
8746,0,0,0,3,0
8747,3,0,3,5,1
8748,1,1,0,5,0
8749,2,0,1,9,0
8750,9,8,0,9,0
8751,8,6,1,8,0
8752,7,5,1,9,0
8753,4,1,3,8,0
8754,11,9,2,11,0
8755,10,8,2,13,0
8756,6,3,3,8,0
8757,7,4,3,10,0
8758,5,1,4,6,1
8759,9,7,2,10,0
8760,6,2,4,6,1
8761,4,1,3,8,0
8762,3,2,1,4,0
8763,5,3,2,6,0
8764,11,8,3,11,0
8765,10,10,0,15,0
8766,9,8,1,11,0
8767,8,6,2,10,0
8768,3,1,2,7,0
8769,12,12,0,12,0
8770,5,1,4,6,1
8771,14,10,4,14,0
8772,8,4,4,10,0
8773,15,15,0,15,0
8774,12,10,2,12,0
8775,7,4,3,11,0
8776,11,6,5,12,0
8777,6,2,4,6,1
8778,12,10,2,12,0
8779,4,2,2,4,0
8780,9,4,5,10,0
8781,7,4,3,10,0
8782,11,8,3,13,0
8783,15,11,4,15,0
8784,13,10,3,14,0
8785,2,1,1,6,0
8786,12,11,1,12,0
8787,10,8,2,12,0
8788,11,9,2,11,0
8789,10,5,5,11,0
8790,8,5,3,9,0
8791,9,5,4,11,0
8792,5,2,3,9,0
8793,3,1,2,6,0
8794,7,4,3,8,0
8795,4,3,1,6,0
8796,12,11,1,12,0
8797,2,1,1,6,0
8798,3,1,2,6,0
8799,12,10,2,12,0
8800,5,2,3,6,0
8801,12,11,1,12,0
8802,16,15,1,16,0
8803,12,10,2,12,0
8804,12,8,4,12,0
8805,10,5,5,11,0
8806,2,1,1,6,0
8807,12,10,2,12,0
8808,11,11,0,11,0
8809,7,5,2,13,0
8810,5,2,3,7,0
8811,3,1,2,6,0
8812,7,6,1,10,0
8813,7,5,2,10,0
8814,3,1,2,6,0
8815,6,5,1,11,0
8816,8,4,4,10,0
8817,4,2,2,6,0
8818,2,1,1,6,0
8819,10,6,4,12,0
8820,5,3,2,10,0
8821,15,12,3,15,0
8822,10,7,3,11,0
8823,7,3,4,8,0
8824,10,8,2,14,0
8825,2,1,1,6,0
8826,7,4,3,11,0
8827,7,2,5,8,1
8828,6,3,3,10,0
8829,9,7,2,10,0
8830,10,6,4,10,0
8831,5,3,2,8,0
8832,3,2,1,7,0
8833,3,2,1,4,0
8834,10,7,3,11,0
8835,3,2,1,11,0
8836,12,9,3,12,0
8837,13,13,0,15,0
8838,4,1,3,6,0
8839,12,12,0,12,0
8840,12,12,0,12,0
8841,9,6,3,11,0
8842,10,5,5,10,0
8843,10,8,2,11,0
8844,11,10,1,13,0
8845,10,7,3,13,0
8846,11,9,2,11,0
8847,12,12,0,12,0
8848,13,12,1,13,0
8849,10,8,2,11,0
8850,14,13,1,14,0
8851,9,5,4,12,0
8852,10,6,4,10,0
8853,6,5,1,8,0
8854,6,3,3,8,0
8855,5,1,4,6,1
8856,7,2,5,10,0
8857,5,2,3,6,0
8858,3,2,1,6,0
8859,7,3,4,10,0
8860,12,11,1,12,0
8861,2,1,1,6,0
8862,2,1,1,6,0
8863,8,1,7,9,1
8864,12,12,0,14,0
8865,9,3,6,10,1
8866,9,8,1,11,0
8867,2,1,1,6,0
8868,14,12,2,14,0
8869,6,5,1,6,0
8870,2,1,1,6,0
8871,7,5,2,10,0
8872,13,10,3,13,0
8873,15,11,4,16,0
8874,3,1,2,4,0
8875,11,9,2,11,0
8876,4,1,3,6,0
8877,5,1,4,6,1
8878,1,0,1,4,0
8879,7,2,5,11,0
8880,2,1,1,6,0
8881,4,3,1,9,0
8882,2,1,1,6,0
8883,5,3,2,8,0
8884,11,6,5,12,0
8885,2,1,1,6,0
8886,16,14,2,18,0
8887,6,3,3,9,0
8888,2,1,1,6,0
8889,4,1,3,9,0
8890,11,9,2,11,0
8891,7,5,2,7,0
8892,9,6,3,9,0
8893,4,4,0,4,0
8894,8,8,0,8,0
8895,3,0,3,4,1
8896,8,7,1,8,0
8897,7,5,2,7,0
8898,7,4,3,7,0
8899,8,7,1,8,0
8900,8,8,0,8,0
8901,8,8,0,8,0
8902,8,8,0,8,0
8903,8,8,0,8,0
8904,6,4,2,8,0
8905,3,0,3,4,1
8906,8,8,0,8,0
8907,8,8,0,8,0
8908,8,8,0,8,0
8909,8,8,0,8,0
8910,8,8,0,8,0
8911,8,7,1,8,0
8912,9,8,1,9,0
8913,8,8,0,8,0
8914,7,6,1,7,0
8915,3,0,3,4,1
8916,0,0,0,4,0
8917,4,1,3,4,1
8918,4,3,1,7,0
8919,1,1,0,5,0
8920,10,10,0,10,0
8921,7,4,3,7,0
8922,1,0,1,5,0
8923,3,0,3,5,1
8924,0,0,0,0,0
8925,0,0,0,1,0
8926,0,0,0,2,0
8927,6,5,1,8,0
8928,2,0,1,8,0
8929,1,0,0,4,0
8930,5,3,2,6,0
8931,3,2,0,8,0
8932,2,0,2,7,0
8933,5,2,3,8,0
8934,9,8,1,10,0
8935,6,4,1,8,0
8936,9,5,3,12,0
8937,10,7,3,10,0
8938,5,2,3,6,0
8939,0,0,0,0,0
8940,2,2,0,3,0
8941,2,0,2,4,0
8942,9,6,2,9,0
8943,0,0,0,5,0
8944,2,1,1,5,0
8945,2,1,1,5,0
8946,8,7,1,9,0
8947,4,4,0,7,0
8948,6,1,5,6,1
8949,4,1,3,4,1
8950,1,0,0,4,0
8951,4,2,1,9,0
8952,1,0,1,4,0
8953,5,3,2,8,0
8954,2,0,2,2,1
8955,2,0,2,3,1
8956,6,3,3,7,0
8957,1,0,0,6,0
8958,1,1,0,5,0
8959,6,5,1,8,0
8960,0,0,0,3,0
8961,2,2,0,7,0
8962,2,0,2,3,1
8963,7,3,3,7,0
8964,0,0,0,4,0
8965,1,1,0,5,0
8966,1,0,1,4,0
8967,2,0,2,4,0
8968,2,1,1,4,0
8969,3,0,2,8,0
8970,8,4,4,8,0
8971,7,6,1,9,0
8972,6,3,3,9,0
8973,0,0,0,3,0
8974,0,0,0,4,0
8975,5,1,4,7,1
8976,1,0,1,4,0
8977,0,0,0,4,0
8978,7,5,2,8,0
8979,4,3,1,5,0
8980,4,3,1,6,0
8981,0,0,0,2,0
8982,3,0,2,8,0
8983,8,6,1,11,0
8984,0,0,0,2,0
8985,3,1,1,4,0
8986,1,0,0,8,0
8987,7,3,3,10,0
8988,0,0,0,4,0
8989,2,0,2,2,1
8990,3,0,2,7,0
8991,0,0,0,5,0
8992,3,1,2,3,1
8993,8,6,2,9,0
8994,2,0,2,4,0
8995,4,4,0,7,0
8996,7,5,2,7,0
8997,1,0,1,4,0
8998,0,0,0,5,0
8999,6,0,5,9,1
9000,0,0,0,4,0
9001,1,0,1,2,0
9002,0,0,0,2,0
9003,3,1,2,7,0
9004,7,6,1,8,0
9005,3,1,1,9,0
9006,1,0,1,2,0
9007,1,0,1,4,0
9008,1,0,1,4,0
9009,1,0,0,7,0
9010,2,1,0,10,0
9011,1,0,0,5,0
9012,2,0,2,3,1
9013,2,2,0,7,0
9014,0,0,0,3,0
9015,6,3,3,8,0
9016,2,0,2,4,0
9017,1,0,1,4,0
9018,1,0,0,7,0
9019,7,6,0,10,0
9020,0,0,0,3,0
9021,1,0,1,4,0
9022,7,5,2,7,0
9023,1,0,1,4,0
9024,0,0,0,4,0
9025,2,0,1,4,0
9026,1,1,0,4,0
9027,5,3,1,8,0
9028,2,0,2,3,1
9029,2,1,1,4,0
9030,1,0,0,7,0
9031,0,0,0,1,0
9032,1,0,0,7,0
9033,1,0,1,5,0
9034,1,0,1,5,0
9035,3,3,0,5,0
9036,6,2,4,6,1
9037,1,0,0,7,0
9038,7,3,4,9,0
9039,8,8,0,8,0
9040,0,0,0,2,0
9041,1,1,0,4,0
9042,1,0,0,4,0
9043,0,0,0,4,0
9044,1,0,0,4,0
9045,1,0,0,5,0
9046,0,0,0,4,0
9047,1,0,1,4,0
9048,9,8,1,9,0
9049,2,0,2,7,0
9050,0,0,0,4,0
9051,6,2,3,7,0
9052,3,2,1,6,0
9053,1,0,0,4,0
9054,1,0,1,4,0
9055,7,6,1,7,0
9056,8,7,1,9,0
9057,0,0,0,2,0
9058,0,0,0,3,0
9059,2,1,1,8,0
9060,4,3,1,5,0
9061,1,0,0,5,0
9062,1,1,0,6,0
9063,5,2,3,7,0
9064,7,5,2,8,0
9065,6,2,3,6,0
9066,7,2,4,10,0
9067,3,3,0,5,0
9068,1,0,1,4,0
9069,2,0,1,8,0
9070,0,0,0,2,0
9071,7,6,1,9,0
9072,3,3,0,6,0
9073,1,0,0,3,0
9074,8,8,0,8,0
9075,5,1,4,6,1
9076,3,1,2,4,0
9077,2,0,1,10,0
9078,1,0,1,4,0
9079,6,6,0,6,0
9080,3,3,0,6,0
9081,3,1,2,6,0
9082,1,0,1,6,0
9083,1,0,0,5,0
9084,4,0,3,7,0
9085,6,4,2,7,0
9086,3,2,1,4,0
9087,2,0,1,4,0
9088,11,9,1,11,0
9089,3,0,3,3,1
9090,5,4,1,6,0
9091,4,1,2,7,0
9092,1,0,1,5,0
9093,5,2,2,8,0
9094,4,3,1,7,0
9095,7,6,1,7,0
9096,2,2,0,7,0
9097,0,0,0,3,0
9098,4,0,3,8,0
9099,1,0,1,5,0
9100,1,0,0,5,0
9101,5,3,2,6,0
9102,1,0,0,7,0
9103,5,2,2,9,0
9104,0,0,0,4,0
9105,1,0,0,3,0
9106,0,0,0,4,0
9107,1,0,0,6,0
9108,1,0,1,6,0
9109,0,0,0,3,0
9110,4,0,3,5,1
9111,0,0,0,3,0
9112,0,0,0,3,0
9113,0,0,0,3,0
9114,0,0,0,4,0
9115,3,2,0,6,0
9116,0,0,0,2,0
9117,8,4,3,10,0
9118,8,2,6,9,1
9119,7,4,3,9,0
9120,2,1,1,6,0
9121,1,0,0,5,0
9122,8,6,2,8,0
9123,1,0,1,2,0
9124,0,0,0,4,0
9125,3,0,2,5,0
9126,6,6,0,7,0
9127,1,0,1,4,0
9128,0,0,0,2,0
9129,5,2,2,8,0
9130,5,2,2,8,0
9131,2,0,1,7,0
9132,1,1,0,3,0
9133,0,0,0,3,0
9134,1,0,1,4,0
9135,1,0,1,4,0
9136,1,0,1,4,0
9137,0,0,0,4,0
9138,1,0,0,5,0
9139,2,0,1,6,0
9140,1,0,0,6,0
9141,2,0,1,7,0
9142,0,0,0,2,0
9143,4,3,1,5,0
9144,0,0,0,3,0
9145,3,0,2,7,0
9146,2,0,2,5,0
9147,1,0,0,4,0
9148,0,0,0,2,0
9149,6,1,4,10,0
9150,1,0,0,8,0
9151,6,4,2,6,0
9152,0,0,0,3,0
9153,8,4,4,8,0
9154,0,0,0,3,0
9155,0,0,0,2,0
9156,0,0,0,2,0
9157,0,0,0,4,0
9158,0,0,0,2,0
9159,3,1,2,7,0
9160,5,5,0,6,0
9161,5,2,3,8,0
9162,1,0,1,2,0
9163,4,1,2,7,0
9164,6,6,0,6,0
9165,1,0,1,4,0
9166,0,0,0,3,0
9167,4,4,0,5,0
9168,9,6,2,9,0
9169,8,7,0,8,0
9170,5,3,2,6,0
9171,4,0,3,11,0
9172,5,0,5,5,1
9173,9,7,2,9,0
9174,7,1,5,8,1
9175,5,3,2,5,0
9176,8,6,2,8,0
9177,6,1,5,7,1
9178,6,6,0,8,0
9179,6,2,4,6,1
9180,4,1,3,7,0
9181,0,0,0,5,0
9182,0,0,0,3,0
9183,0,0,0,3,0
9184,5,5,0,8,0
9185,0,0,0,3,0
9186,7,3,4,8,0
9187,8,7,1,8,0
9188,3,0,2,5,0
9189,8,4,3,8,0
9190,5,5,0,5,0
9191,4,1,3,7,0
9192,1,0,0,4,0
9193,7,6,1,9,0
9194,0,0,0,4,0
9195,0,0,0,4,0
9196,4,2,2,7,0
9197,1,0,1,5,0
9198,1,1,0,6,0
9199,1,0,0,6,0
9200,0,0,0,5,0
9201,3,2,0,4,0
9202,3,1,1,5,0
9203,2,1,1,3,0
9204,0,0,0,2,0
9205,7,4,2,11,0
9206,1,0,0,7,0
9207,4,2,2,4,0
9208,1,0,0,3,0
9209,3,3,0,5,0
9210,1,0,1,3,0
9211,2,0,2,7,0
9212,4,0,4,5,1
9213,2,2,0,7,0
9214,5,2,2,8,0
9215,1,0,0,4,0
9216,2,1,1,4,0
9217,1,0,0,6,0
9218,4,2,1,6,0
9219,1,0,0,5,0
9220,0,0,0,2,0
9221,7,5,2,8,0
9222,8,6,2,9,0
9223,3,1,1,5,0
9224,2,1,1,4,0
9225,3,1,2,4,0
9226,8,6,1,15,0
9227,1,0,0,7,0
9228,3,0,2,7,0
9229,6,3,3,8,0
9230,6,3,3,6,0
9231,8,7,1,8,0
9232,0,0,0,2,0
9233,5,5,0,7,0
9234,4,3,1,6,0
9235,3,1,1,5,0
9236,2,1,1,4,0
9237,7,5,2,8,0
9238,8,6,2,8,0
9239,6,4,2,8,0
9240,6,3,3,8,0
9241,1,0,0,4,0
9242,0,0,0,2,0
9243,1,0,1,4,0
9244,2,1,0,5,0
9245,2,1,1,4,0
9246,5,5,0,5,0
9247,5,4,1,5,0
9248,0,0,0,4,0
9249,0,0,0,2,0
9250,2,0,1,8,0
9251,0,0,0,2,0
9252,5,3,2,9,0
9253,0,0,0,4,0
9254,3,1,1,6,0
9255,1,0,1,5,0
9256,0,0,0,2,0
9257,1,1,0,2,0
9258,1,1,0,1,0
9259,1,0,1,6,0
9260,1,0,1,2,0
9261,4,3,1,8,0
9262,8,7,1,8,0
9263,4,4,0,7,0
9264,1,0,0,8,0
9265,0,0,0,5,0
9266,0,0,0,3,0
9267,0,0,0,4,0
9268,1,0,1,2,0
9269,1,0,0,5,0
9270,0,0,0,0,0
9271,5,2,3,6,0
9272,1,0,1,4,0
9273,9,5,4,9,0
9274,6,5,1,6,0
9275,4,0,4,4,1
9276,3,0,3,6,0
9277,2,1,1,6,0
9278,0,0,0,2,0
9279,3,1,2,6,0
9280,2,1,1,6,0
9281,0,0,0,1,0
9282,1,0,1,4,0
9283,4,1,2,6,0
9284,0,0,0,4,0
9285,0,0,0,1,0
9286,0,0,0,2,0
9287,1,1,0,5,0
9288,1,1,0,5,0
9289,8,7,1,9,0
9290,2,0,2,5,0
9291,2,0,2,5,0
9292,7,3,4,9,0
9293,7,5,2,8,0
9294,4,2,2,5,0
9295,0,0,0,2,0
9296,8,5,3,9,0
9297,2,0,2,6,0
9298,1,0,1,2,0
9299,7,4,2,9,0
9300,10,4,5,10,0
